"gender","region_desc","term","RR","lower","upper","p","AIC"
"Women","Chest","smokTRUE",2.38140932972819,1.97180084936326,2.87610708634586,2.05542649119686e-19,6408.16049346402
"Women","Abdomen","(Intercept)",0.000212208544929756,9.05518633948105e-05,0.000497311318099118,2.17712753654373e-84,3905.44619069201
"Women","Abdomen","caseTRUE",5.19296573481028,3.77500233790944,7.14354342303472,4.31342199764243e-24,3905.44619069201
"Women","Abdomen","age_start",1.01555232033719,1.00589767451455,1.02529963183379,0.00154278814836976,3905.44619069201
"Women","Abdomen","diabTRUE",0.720814776392594,0.493969797144534,1.05183342153585,0.0895317685997682,3905.44619069201
"Women","Abdomen","htTRUE",1.16675947925748,0.908955684713876,1.49768322629029,0.226030332100151,3905.44619069201
"Women","Abdomen","smokTRUE",1.083362035286,0.858468579642903,1.36717094525141,0.500010234418074,3905.44619069201
"Women","Pelvis","(Intercept)",0.000227221670547825,9.18465787996244e-05,0.000562129675828004,1.21141477929963e-73,3558.40862199002
"Women","Pelvis","caseTRUE",3.97579995152957,2.90976794006185,5.43238690513806,4.46581108334255e-18,3558.40862199002
"Women","Pelvis","age_start",1.01603604898615,1.0053444350102,1.02684136589358,0.00320331787400874,3558.40862199002
"Women","Pelvis","diabTRUE",0.879614291368011,0.603215936780713,1.28266057708638,0.505093692134477,3558.40862199002
"Women","Pelvis","htTRUE",1.05372530986548,0.80822592474703,1.37379536420913,0.698983824177228,3558.40862199002
"Women","Pelvis","smokTRUE",1.15804825388907,0.904075958616363,1.48336624323908,0.245380208030653,3558.40862199002
"Women","Other","(Intercept)",0.000250683051695429,8.322353939467e-05,0.000755098772107234,3.68990984595105e-49,2173.96169983589
"Women","Other","caseTRUE",6.08461055312983,3.82268272996436,9.68494855538381,2.65013435096112e-14,2173.96169983589
"Women","Other","age_start",1.00681647422832,0.993863336652047,1.01993843156771,0.30383254957282,2173.96169983589
"Women","Other","diabTRUE",0.387737812622501,0.190080304892231,0.790932082219249,0.0091926502450924,2173.96169983589
"Women","Other","htTRUE",0.764899052336125,0.545284056211087,1.07296473021799,0.120635018379365,2173.96169983589
"Women","Other","smokTRUE",1.12000703114368,0.803414105732045,1.56135639250235,0.503731123158,2173.96169983589
"Women","Unknown primary","(Intercept)",6.13945630579248e-05,1.5949520089718e-05,0.00023632638172627,3.68687541748804e-45,1564.66632099701
"Women","Unknown primary","caseTRUE",6.49714727345017,3.65164382458927,11.559978114144,1.94447875633782e-10,1564.66632099701
"Women","Unknown primary","age_start",1.01698864732513,1.00106801257452,1.03316247826988,0.0363885556832885,1564.66632099701
"Women","Unknown primary","diabTRUE",1.50261123907862,0.887153393817536,2.54503961946153,0.129873754574746,1564.66632099701
"Women","Unknown primary","htTRUE",0.568782323815315,0.376033805494873,0.86033044677724,0.00752917837891729,1564.66632099701
"Women","Unknown primary","smokTRUE",1.55180122567021,1.03832150109418,2.31921138246095,0.0320812370451264,1564.66632099701
